NAME,GENDER,NACIONALITY,ROLE,ACRONYM,OFICIAL_NAME,START_DATE,END_DATE,TOPICS,STATION,INSTITUTIONS_LEAD,INST_LEAD_COUNTRY,FUNDING_SOURCES,Finished,lon,lat
"Faith, Chonko",M,US,Student,Fragmentation,Assessing the effects of human activity related to sustainability and biodiversity conservation on tropical forests and primates,01/01/2017,08/01/2019,"environmental endocrinology, primate-human interactions, forest fragmentation",La Selva,Indiana University at Bloomington,US,National Science Foundation NSF,Finished,-86.512627,39.1754487
"Jakob, Pridemore",M,US,Student,Fragmentation,Assessing the effects of human activity related to sustainability and biodiversity conservation on tropical forests and primates,01/01/2017,08/01/2019,"environmental endocrinology, primate-human interactions, forest fragmentation",La Selva,Indiana University at Bloomington,US,National Science Foundation NSF,Finished,-86.512627,39.1754487
"Kathryn, Tafoya",F,US,Student,Fragmentation,Assessing the effects of human activity related to sustainability and biodiversity conservation on tropical forests and primates,01/01/2017,08/01/2019,"environmental endocrinology, primate-human interactions, forest fragmentation",La Selva,Indiana University at Bloomington,US,National Science Foundation NSF,Finished,-86.512627,39.1754487
"Michael, Wasserman",M,US,Principal Investigator,Fragmentation,Assessing the effects of human activity related to sustainability and biodiversity conservation on tropical forests and primates,01/01/2017,08/01/2019,"environmental endocrinology, primate-human interactions, forest fragmentation",La Selva,Indiana University at Bloomington,US,National Science Foundation NSF,Finished,-86.512627,39.1754487
"Patrick, Kelleher",M,US,Student,Fragmentation,Assessing the effects of human activity related to sustainability and biodiversity conservation on tropical forests and primates,01/01/2017,08/01/2019,"environmental endocrinology, primate-human interactions, forest fragmentation",La Selva,Indiana University at Bloomington,US,National Science Foundation NSF,Finished,-86.512627,39.1754487
"Sarah, Mattecheck",F,US,Student,Fragmentation,Assessing the effects of human activity related to sustainability and biodiversity conservation on tropical forests and primates,01/01/2017,08/01/2019,"environmental endocrinology, primate-human interactions, forest fragmentation",La Selva,Indiana University at Bloomington,US,National Science Foundation NSF,Finished,-86.512627,39.1754487
"Teresa, Johnson",F,US,Student,Fragmentation,Assessing the effects of human activity related to sustainability and biodiversity conservation on tropical forests and primates,01/01/2017,08/01/2019,"environmental endocrinology, primate-human interactions, forest fragmentation",La Selva,Indiana University at Bloomington,US,National Science Foundation NSF,Finished,-86.512627,39.1754487
"Tessa, Steiniche",F,US,Student,Fragmentation,Assessing the effects of human activity related to sustainability and biodiversity conservation on tropical forests and primates,01/01/2017,08/01/2019,"environmental endocrinology, primate-human interactions, forest fragmentation",La Selva,Indiana University at Bloomington,US,National Science Foundation NSF,Finished,-86.512627,39.1754487
"Michael, Wasserman",M,US,Principal Investigator,"Primates, People, and Parks",Assessing the effects of human activity related to sustainability and biodiversity conservation on tropical forests and primates,01/01/2017,08/01/2019,"environmental endocrinology, primate-human interactions, forest fragmentation",Las Cruces,Indiana University at Bloomington,US,National Science Foundation NSF,Finished,-86.512627,39.1754487
"Leticia, Classen",F,PR,Principal Investigator,Sexual behavior of Opiliones ,Autotomized Prionostemma harvestmen have equal mating success as intact individuals ,06/13/2016,,"Opiliones, sexual behavior, mating success, daddy-longlegs, Neotropical harvestmen, Sclerosomatidae",La Selva,Universidad de Puerto Rico,PR,,Approved,-66.0500407,18.4028091
"Sofia, Prado-Irwin",F,US,Principal Investigator,Anolis lemurinus,Biogeographic variation in Anolis lemurinus,07/01/2016,08/31/2016,"biogeography, Anolis, Norops, ecology, behavior, morphology",La Selva,Harvard University,US,National Science Foundation NSF,Finished,-71.1166601,42.3770029
"Garrett, Freeborn",M,US,Field Assistant,Pigmentation study,"A comparison of pigmentation among color morphs of the highly polymorphic strawberry poison frog, Oophaga pumilio",08/01/2016,,"microspectrophotometry, transmission electron microscopy, pigmentation, chromatophores, polymorphism",La Selva,University of Pittsburgh,US,Personal funds,Approved,-79.960835,40.4443533
"Layla, Freeborn",F,US,Principal Investigator,Pigmentation study,"A comparison of pigmentation among color morphs of the highly polymorphic strawberry poison frog, Oophaga pumilio",08/01/2016,,"microspectrophotometry, transmission electron microscopy, pigmentation, chromatophores, polymorphism",La Selva,University of Pittsburgh,US,Personal funds,Approved,-79.960835,40.4443533
"Barry, Hammel",F,US,Advisor,Billia,Taxonomic Revision of the Genus Billia,11/08/2016,11/24/2016,"Billia, Hippocastanoideae, taxonomic revision",La Selva,Smithsonian Institution,US,Smithsonian Institution; Society for Systematic Biologists,Finished,-77.0213921,38.8860146
"Wendy, Harris",F,US,Principal Investigator,Billia,Taxonomic Revision of the Genus Billia,11/08/2016,11/24/2016,"Billia, Hippocastanoideae, taxonomic revision",La Selva,Smithsonian Institution,US,Smithsonian Institution; Society for Systematic Biologists,Finished,-77.0213921,38.8860146
"Adrián, Pinto",M,CR,Principal Investigator,Impacto Biogeoquimico,Impacto biogeoquimico de las hormigas Atta en tierras bajas del bosque tropical.,09/01/2016,02/06/2019,"Biologia de suelos, bosques tropicales, fijacion de carbono, materia organica, zompopas. ",La Selva,Universidad de Costa Rica,CR,Universidad de Costa Rica,Finished,-84.0510284,9.9369824
"Allan, Artavia",M,CR,Student,Impacto Biogeoquimico,Impacto biogeoquimico de las hormigas Atta en tierras bajas del bosque tropical.,09/01/2016,02/06/2019,"Biologia de suelos, bosques tropicales, fijacion de carbono, materia organica, zompopas. ",La Selva,Universidad de Costa Rica,CR,Universidad de Costa Rica,Finished,-84.0510284,9.9369824
"CATALINA, MURILLO",F,CR,Collaborator,Impacto Biogeoquimico,Impacto biogeoquimico de las hormigas Atta en tierras bajas del bosque tropical.,09/01/2016,02/06/2019,"Biologia de suelos, bosques tropicales, fijacion de carbono, materia organica, zompopas. ",La Selva,Universidad de Costa Rica,CR,Universidad de Costa Rica,Finished,-84.0510284,9.9369824
"Emma, Aronson",F,US,Collaborator,Impacto Biogeoquimico,Impacto biogeoquimico de las hormigas Atta en tierras bajas del bosque tropical.,09/01/2016,02/06/2019,"Biologia de suelos, bosques tropicales, fijacion de carbono, materia organica, zompopas. ",La Selva,Universidad de Costa Rica,CR,Universidad de Costa Rica,Finished,-84.0510284,9.9369824
"Rolando, Moreira",M,CR,Collaborator,Impacto Biogeoquimico,Impacto biogeoquimico de las hormigas Atta en tierras bajas del bosque tropical.,09/01/2016,02/06/2019,"Biologia de suelos, bosques tropicales, fijacion de carbono, materia organica, zompopas. ",La Selva,Universidad de Costa Rica,CR,Universidad de Costa Rica,Finished,-84.0510284,9.9369824
"Diego, Dierick",M,BE,Collaborator,SIFCA,PhotoSpec: Ground-based remote sensing of Solar-Induced Chlorophyll Fluorescence (SIF) at La Selva Biological Station in Costa Rica,10/01/2016,04/30/2019,Solar-Induced Chlorophyll Fluorescence (SIF); photosynthesis; tropical rain forests; ,La Selva,"University of California, Los Angeles",US,OTS - OET; NSF,Finished,-118.4451811,34.068921
"Jochen, Stutz",M,US,Supervisor,SIFCA,PhotoSpec: Ground-based remote sensing of Solar-Induced Chlorophyll Fluorescence (SIF) at La Selva Biological Station in Costa Rica,10/01/2016,04/30/2019,Solar-Induced Chlorophyll Fluorescence (SIF); photosynthesis; tropical rain forests; ,La Selva,"University of California, Los Angeles",US,OTS - OET; NSF,Finished,-118.4451811,34.068921
"Katja, Grossmann",F,DE,Principal Investigator,SIFCA,PhotoSpec: Ground-based remote sensing of Solar-Induced Chlorophyll Fluorescence (SIF) at La Selva Biological Station in Costa Rica,10/01/2016,04/30/2019,Solar-Induced Chlorophyll Fluorescence (SIF); photosynthesis; tropical rain forests; ,La Selva,"University of California, Los Angeles",US,OTS - OET; NSF,Finished,-118.4451811,34.068921
"Philipp, Koehler",M,DE,Field Assistant,SIFCA,PhotoSpec: Ground-based remote sensing of Solar-Induced Chlorophyll Fluorescence (SIF) at La Selva Biological Station in Costa Rica,10/01/2016,04/30/2019,Solar-Induced Chlorophyll Fluorescence (SIF); photosynthesis; tropical rain forests; ,La Selva,"University of California, Los Angeles",US,OTS - OET; NSF,Finished,-118.4451811,34.068921
"Troy, Magney",M,US,Field Assistant,SIFCA,PhotoSpec: Ground-based remote sensing of Solar-Induced Chlorophyll Fluorescence (SIF) at La Selva Biological Station in Costa Rica,10/01/2016,04/30/2019,Solar-Induced Chlorophyll Fluorescence (SIF); photosynthesis; tropical rain forests; ,La Selva,"University of California, Los Angeles",US,OTS - OET; NSF,Finished,-118.4451811,34.068921
"Ulrike, Seibt",F,DE,Supervisor,SIFCA,PhotoSpec: Ground-based remote sensing of Solar-Induced Chlorophyll Fluorescence (SIF) at La Selva Biological Station in Costa Rica,10/01/2016,04/30/2019,Solar-Induced Chlorophyll Fluorescence (SIF); photosynthesis; tropical rain forests; ,La Selva,"University of California, Los Angeles",US,OTS - OET; NSF,Finished,-118.4451811,34.068921
"Luke, Linhoff",M,US,Principal Investigator,Domestication process of amphibians,Examination of domestication processes in amphibians ,10/06/2016,11/15/2016,Amphibian captive wild conservation domestication,La Selva,Florida International University,US,NSF,Finished,-80.3768786,25.7561275
"Carlos, Garcia-Robledo",M,CO,Co-PI,Barriers to plant migrations in the Anthropocene,Plant-animal interactions in the Anthropocene: Using the Barva elevational gradient to understand and predict barriers to plant migrations under global warming,11/01/2016,,"Anthropocene, plant-animal interactions, plant demography, seed dispersal,terrestrial mammals",La Selva,University of Connecticut,US,OTS - OET; NSF,Approved,-72.2539805,41.8077414
"Erin, Kuprewicz",F,US,Principal Investigator,Barriers to plant migrations in the Anthropocene,Plant-animal interactions in the Anthropocene: Using the Barva elevational gradient to understand and predict barriers to plant migrations under global warming,11/01/2016,,"Anthropocene, plant-animal interactions, plant demography, seed dispersal,terrestrial mammals",La Selva,University of Connecticut,US,OTS - OET; NSF,Approved,-72.2539805,41.8077414
"Michael, Nolan-Tamariz",M,US,Student,Barriers to plant migrations in the Anthropocene,Plant-animal interactions in the Anthropocene: Using the Barva elevational gradient to understand and predict barriers to plant migrations under global warming,11/01/2016,,"Anthropocene, plant-animal interactions, plant demography, seed dispersal,terrestrial mammals",La Selva,University of Connecticut,US,OTS - OET; NSF,Approved,-72.2539805,41.8077414
"Natalia, Figueredo",F,BO,Student,Barriers to plant migrations in the Anthropocene,Plant-animal interactions in the Anthropocene: Using the Barva elevational gradient to understand and predict barriers to plant migrations under global warming,11/01/2016,,"Anthropocene, plant-animal interactions, plant demography, seed dispersal,terrestrial mammals",La Selva,University of Connecticut,US,OTS - OET; NSF,Approved,-72.2539805,41.8077414
"Rakan, Zahawi",M,US,Principal Investigator,Ficus Stakes,Can giant Ficus stakes be used for enrichment planting in secondary tropical forests?  ,04/01/2015,04/01/2020,"stakes, vegetative planting, restoration, Ficus, forest recovery",Las Cruces,Organization for Tropical Studies,CR,,Finished,-78.922621,36.001447
"Leighton, Reid",M,US,Principal Investigator,Ficus Stakes,Can giant Ficus stakes be used for enrichment planting in secondary tropical forests?  ,04/01/2015,04/01/2020,"stakes, vegetative planting, restoration, Ficus, forest recovery",Las Cruces,Missouri Botanical Garden,US,,Finished,-90.2593798,38.6127672
"Liming, Cai",F,CN,Student,Malpighiales,Floral And Leaf Variation in Malpighiales,06/11/2016,06/16/2016,"floral morphology, leaf morphology, Malpighiales, evolution",Las Cruces,Harvard University,US,Harvard University Herbaria Travel Funds,Finished,-71.1166601,42.3770029
"Luis, Vargas",M,CR,Student,Turdus,"Ecology and evolution of soft song, a complex behavior, in Turdus thrushes",05/01/2012,07/31/2015,"Animal behavior, acoustic communication, bioacoustics, Turdus, soft song, broadcast song, sound propagation, song learning, acoustic adaptation, eavesdropping, bird song, acoustic analysis",Las Cruces,University of Miami,US,University of Miami,Finished,-80.2746368,25.7178924
"Elizabeth, Sternhagen",F,US,Student,Fungi on Rubiaceae,Study of Fungi on the Roots of Plants in the Family Rubiaceae,01/01/2017,06/30/2017,"fungi, biogeography, arbuscular mycorrhizal fungi, Rubiaceae, coffee",Las Cruces,North Dakota State University,US,EPSCoR,Finished,-96.8024367,46.8977528
"Laura, Aldrich-Wolfe",F,US,Principal Investigator,Fungi on Rubiaceae,Study of Fungi on the Roots of Plants in the Family Rubiaceae,01/01/2017,06/30/2017,"fungi, biogeography, arbuscular mycorrhizal fungi, Rubiaceae, coffee",Las Cruces,North Dakota State University,US,EPSCoR,Finished,-96.8024367,46.8977528
"Griselda, Arrieta",F,DE,Coordinator,801-B6-519,Recolecta y conservacion ex situ de especies silvestres de arroz,04/01/2016,12/31/2017,"especies silvestres
Oryza latifolia
Oryza glumaepatula
Oryza grandiglumis
conservación",Palo Verde,GLOBAL CROP DIVERSITY TRUST,DE,Global Crop Diversity Trust,Finished,-89.9889893,35.1556997
"Marcela, Turcios",F,CR,Collaborator,801-B6-519,Recolecta y conservacion ex situ de especies silvestres de arroz,04/01/2016,12/31/2017,"especies silvestres
Oryza latifolia
Oryza glumaepatula
Oryza grandiglumis
conservación",Palo Verde,GLOBAL CROP DIVERSITY TRUST,DE,Global Crop Diversity Trust,Finished,-89.9889893,35.1556997
"Ronald, Arias",M,DE,Collaborator,801-B6-519,Recolecta y conservacion ex situ de especies silvestres de arroz,04/01/2016,12/31/2017,"especies silvestres
Oryza latifolia
Oryza glumaepatula
Oryza grandiglumis
conservación",Palo Verde,GLOBAL CROP DIVERSITY TRUST,DE,Global Crop Diversity Trust,Finished,-89.9889893,35.1556997
